feature,n_total,n_nonnull,q1,q3,iqr,th_iqr_lo_1.5,th_iqr_hi_1.5,th_iqr_lo_3.0,th_iqr_hi_3.0,th_mean_lo,th_mean_hi,q_0.01,q_0.99,cnt_iqr_lo,pct_iqr_lo,cnt_iqr_hi,pct_iqr_hi,cnt_iqr_lo_strict,pct_iqr_lo_strict,cnt_iqr_hi_strict,pct_iqr_hi_strict,cnt_mean_lo,pct_mean_lo,cnt_mean_hi,pct_mean_hi,cnt_q_0.01,pct_q_0.01,cnt_q_0.99,pct_q_0.99
env_sailing_value,180503,139794,-87.5049336,-74.49309274724787,13.01184085275213,-107.0226948791282,-54.97533146811968,-126.54045615825639,-35.45757018899148,-122.72647046219583,-34.92368529222255,-101.83424724134305,-28.04880207571364,526,0.3762679371074581,10839,7.75355165457745,46,0.03290556103981573,2645,1.8920697597894045,48,0.03433623760676424,2508,1.7940684149534314,1398,1.0000429202970085,1398,1.0000429202970085
speed_diff,180503,139794,-0.5555999999999983,0.5555999999999983,1.1111999999999966,-2.2223999999999933,2.2223999999999933,-3.889199999999988,3.889199999999988,-10.891109883307355,10.69503944944038,-14.166709999999998,11.111100700000001,13618,9.741476744352404,12740,9.113409731462008,7944,5.682647323919482,7205,5.154012332432007,2179,1.5587221196904015,1547,1.1066283245346724,1397,0.9993275820135342,1398,1.0000429202970085
speed_trend,180503,139794,-0.02406486996528125,0.023836480966236827,0.04790135093151808,-0.09591689636255836,0.09568850736351395,-0.1677689227598355,0.16754053376079106,-2.2394229106359216,2.2053257935566517,-1.2160154825278826,0.7359010133850264,15732,11.25370187561698,14738,10.54265562184357,10191,7.2900124468861325,9236,6.606864386168219,203,0.14521367154527376,135,0.09657066826902443,1398,1.0000429202970085,1398,1.0000429202970085
